host_id,listings_count,avg_price,avg_rating,superhost_ratio,cluster_id
229507508,1,127.23,5.0,1.0,0
229909490,1,163.67,4.43,0.0,1
230265204,4,87.1925,4.865,1.0,0
231021347,4,64.3275,4.8375,1.0,0
231390167,1,272.06,4.9,1.0,0
231712410,3,312.02666666666664,4.989999999999999,1.0,0
231980369,2,252.29,4.955,1.0,0
232271640,1,2455.73,5.0,0.0,1
232845656,1,561.0,4.87,1.0,0
233219162,1,194.0,3.67,0.0,1
233982334,1,147.63,4.38,0.0,1
233993662,1,244.65,4.85,0.0,1
234121920,1,220.0,4.81,1.0,0
235802329,1,1712.0,4.92,0.0,1
236610246,1,180.5,4.94,1.0,0
236853515,1,217.0,4.76,1.0,0
237135350,1,2383.33,5.0,0.0,1
237177528,3,172.51333333333332,5.0,1.0,0
237194940,1,284.33,5.0,0.0,1
237620221,1,233.0,4.96,1.0,0
239020025,2,77.0,4.96,1.0,0
239442090,2,121.705,4.779999999999999,1.0,0
240078487,19,256.4189473684211,4.923684210526315,1.0,0
240202942,1,265.0,4.73,0.0,1
240237089,1,201.9,4.43,0.0,1
240653168,1,258.27,5.0,0.0,1
240915570,1,370.0,4.87,1.0,0
241073168,2,360.0,4.885,1.0,0
241600072,1,495.2,4.92,0.0,1
241739739,1,226.0,4.89,1.0,0
242986140,1,612.5,4.63,0.0,1
243229372,1,175.67,5.0,0.0,1
243393408,1,252.29,4.75,0.0,1
244182580,1,252.29,4.89,1.0,0
244335863,2,204.67000000000002,4.835,0.0,1
245417224,13,546.9676923076923,4.543846153846154,0.0,1
245447609,15,395.79066666666665,4.968,0.0,1
246818446,1,279.5,4.92,0.0,1
248285981,2,160.4,4.835,0.0,1
248546280,1,252.29,5.0,0.0,1
248760206,1,399.25,5.0,1.0,0
248954799,3,93.83333333333333,4.886666666666667,1.0,0
248967671,1,225.18,5.0,1.0,0
250015344,1,252.29,5.0,0.0,1
250109940,8,252.29,4.34,0.0,1
251810491,1,238.0,4.95,1.0,0
251852082,1,158.61,5.0,1.0,0
252174987,2,530.2,4.835,1.0,0
252936239,1,252.29,4.67,1.0,0
253575857,5,145.344,4.714,0.0,1
253980233,1,486.72,5.0,0.0,1
255954548,1,554.0,5.0,0.0,1
256063782,1,394.0,4.85,1.0,0
256426170,1,182.59,5.0,1.0,0
256666492,1,252.29,4.92,0.0,1
257691852,1,498.75,4.96,0.0,1
258195689,1,252.29,5.0,0.0,1
258888870,1,386.0,4.84,1.0,0
259291046,1,250.16,5.0,1.0,0
260657931,1,252.29,5.0,0.0,1
261024482,2,544.2850000000001,4.92,0.0,1
261258619,1,553.0,4.68,0.0,1
261656293,1,855.89,4.92,0.0,1
262054570,2,885.0,4.955,1.0,0
262069405,1,58.4,5.0,0.0,1
262211596,2,252.29,4.875,0.0,1
263228847,1,427.0,4.95,1.0,0
263477055,1,210.0,4.86,0.0,1
264577957,2,168.25,4.975,1.0,0
265029065,3,33445.333333333336,4.456666666666667,0.0,2
265485766,1,272.87,4.9,0.0,1
265801171,1,180.67,4.93,1.0,0
265841303,1,457.33,4.85,1.0,0
266083019,10,337.45,4.7490000000000006,0.0,1
266184542,3,128.91666666666666,4.873333333333334,0.0,1
266531823,3,878.71,4.92,0.0,1
267895362,50,59.26519999999999,4.8894,0.0,1
267901434,10,381.3,4.8340000000000005,0.0,1
268186698,4,252.29,4.92,0.0,1
268406323,1,252.29,5.0,0.0,1
268618064,1,210.76,4.92,0.0,1
269160605,1,815.0,4.96,1.0,0
269577587,2,10000.0,4.75,0.0,1
269581043,2,10000.0,4.45,0.0,1
270047168,1,248.78,4.94,0.0,1
270119323,1,252.29,4.69,0.0,1
270319103,1,200.07,5.0,0.0,1
270848338,1,262.5,5.0,0.0,1
271916350,1,148.23,4.36,0.0,1
272084446,2,146.87,4.965,1.0,0
272149247,1,508.0,4.92,0.0,1
273383711,6,436.0,4.961666666666667,1.0,0
274327603,1,1327.0,4.96,1.0,0
